customerid,churn_score,risk_level,recency_days,frequency,monetary,avg_order_value,return_count,customer_age_months
12509,60,High Risk - Send Offer,283,1,176.5,25.21428571,0,9.4
16178,60,High Risk - Send Offer,137,1,197.9,24.7375,0,4.6
15063,60,High Risk - Send Offer,212,1,370.8,74.16,0,7.1
16761,60,High Risk - Send Offer,96,1,316.62,24.35538462,0,3.2
14566,60,High Risk - Send Offer,110,1,1432,358,0,3.7
12639,60,High Risk - Send Offer,238,1,486.1,22.09545455,0,7.9
14924,60,High Risk - Send Offer,245,1,310.05,31.005,0,8.2
17879,60,High Risk - Send Offer,173,1,178.52,29.75333333,0,5.8
14423,60,High Risk - Send Offer,217,1,265.2,88.4,0,7.2
16159,60,High Risk - Send Offer,281,1,348.2,24.87142857,0,9.4
15049,60,High Risk - Send Offer,273,1,121.17,40.39,0,9.1
12515,60,High Risk - Send Offer,352,1,383.7,23.98125,0,11.7
16152,60,High Risk - Send Offer,268,1,1829.04,63.07034483,0,8.9
16754,60,High Risk - Send Offer,371,1,2002.4,1001.2,0,12.4
16752,60,High Risk - Send Offer,372,1,207.5,23.05555556,0,12.4
13699,60,High Risk - Send Offer,154,1,308.58,22.04142857,0,5.1
13703,60,High Risk - Send Offer,317,1,99.5,99.5,0,10.6
16148,60,High Risk - Send Offer,295,1,76.32,76.32,0,9.8
18074,60,High Risk - Send Offer,373,1,489.6,37.66153846,0,12.4
14185,60,High Risk - Send Offer,330,1,197.65,65.88333333,0,11
13712,60,High Risk - Send Offer,246,1,228.84,22.884,0,8.2
15042,60,High Risk - Send Offer,198,1,135.93,27.186,0,6.6
16144,60,High Risk - Send Offer,246,1,175.2,175.2,0,8.2
17923,60,High Risk - Send Offer,281,1,207.5,207.5,0,9.4
12814,60,High Risk - Send Offer,101,1,125.92,62.96,0,3.4
16138,60,High Risk - Send Offer,367,1,0,NULL,1,12.2
14196,60,High Risk - Send Offer,106,1,335.52,55.92,0,3.5
12817,60,High Risk - Send Offer,280,1,166.04,41.51,0,9.3
13723,60,High Risk - Send Offer,216,1,199.85,33.30833333,0,7.2
16135,60,High Risk - Send Offer,262,1,517.55,24.6452381,0,8.7
17752,60,High Risk - Send Offer,358,1,80.64,80.64,0,11.9
18068,60,High Risk - Send Offer,288,1,101.7,101.7,0,9.6
12831,60,High Risk - Send Offer,261,1,215.05,23.89444444,0,8.7
14199,60,High Risk - Send Offer,217,1,185.4,92.7,0,7.2
16679,60,High Risk - Send Offer,365,1,129.75,43.25,0,12.2
16125,60,High Risk - Send Offer,366,1,289.35,22.25769231,0,12.2
17718,60,High Risk - Send Offer,231,1,139.35,23.225,0,7.7
17715,60,High Risk - Send Offer,200,1,326.4,326.4,0,6.7
15442,60,High Risk - Send Offer,248,1,594,297,0,8.3
18233,60,High Risk - Send Offer,325,1,440,440,0,10.8
15445,60,High Risk - Send Offer,263,1,113.5,22.7,0,8.8
15372,60,High Risk - Send Offer,136,1,2007.4,74.34814815,0,4.5
13747,60,High Risk - Send Offer,373,1,79.6,79.6,0,12.4
14439,60,High Risk - Send Offer,319,1,2661.24,83.16375,0,10.6
12864,60,High Risk - Send Offer,137,1,147.12,49.04,0,4.6
12866,60,High Risk - Send Offer,282,1,559.12,21.50461538,0,9.4
13751,60,High Risk - Send Offer,287,1,296.25,32.91666667,0,9.6
18222,60,High Risk - Send Offer,92,1,443,23.31578947,0,3.1
12870,60,High Risk - Send Offer,365,1,0,NULL,2,12.2
12873,60,High Risk - Send Offer,281,1,374,93.5,0,9.4
14576,60,High Risk - Send Offer,371,1,35.4,35.4,0,12.4
12881,60,High Risk - Send Offer,275,1,298,42.57142857,0,9.2
13753,60,High Risk - Send Offer,287,1,741.26,21.17885714,0,9.6
16105,60,High Risk - Send Offer,248,1,336.96,25.92,0,8.3
17829,60,High Risk - Send Offer,298,1,889.24,29.64133333,0,9.9
12353,60,High Risk - Send Offer,203,1,89,22.25,0,6.8
13786,60,High Risk - Send Offer,366,1,230.4,32.91428571,0,12.2
12917,60,High Risk - Send Offer,127,1,594,297,0,4.2
14457,60,High Risk - Send Offer,310,1,113.64,28.41,0,10.3
14459,60,High Risk - Send Offer,154,1,1837.92,49.67351351,0,5.1
15374,60,High Risk - Send Offer,128,1,168,56,0,4.3
16096,60,High Risk - Send Offer,263,1,320.62,26.71833333,0,8.8
17597,60,High Risk - Send Offer,213,1,2044.37,37.17036364,0,7.1
12402,60,High Risk - Send Offer,322,1,225.6,20.50909091,0,10.7
12943,60,High Risk - Send Offer,300,1,0,NULL,1,10
12945,60,High Risk - Send Offer,287,1,462.95,20.12826087,0,9.6
12791,60,High Risk - Send Offer,373,1,192.6,96.3,0,12.4
15825,60,High Risk - Send Offer,171,1,532.94,26.647,0,5.7
17574,60,High Risk - Send Offer,242,1,185.65,23.20625,0,8.1
12666,60,High Risk - Send Offer,358,1,0,NULL,2,11.9
14241,60,High Risk - Send Offer,183,1,213.7,21.37,0,6.1
17556,60,High Risk - Send Offer,205,1,157.9,26.31666667,0,6.8
17553,60,High Risk - Send Offer,129,1,1487.6,743.8,0,4.3
12968,60,High Risk - Send Offer,111,1,135.95,27.19,0,3.7
16623,60,High Risk - Send Offer,245,1,129.45,25.89,0,8.2
12976,60,High Risk - Send Offer,211,1,738.6,33.57272727,0,7
16617,60,High Risk - Send Offer,235,1,151.85,30.37,0,7.8
16034,55,High Risk - Send Offer,195,3,437.7,19.89545455,0,11.1
12383,55,High Risk - Send Offer,184,6,1850.56,18.69252525,1,11.7
12399,55,High Risk - Send Offer,118,4,1108.65,18.79067797,0,8.7
12468,55,High Risk - Send Offer,142,3,729.54,19.19842105,2,10.5
12493,55,High Risk - Send Offer,165,3,433.74,19.71545455,1,6.5
12565,55,High Risk - Send Offer,281,2,145.92,16.21333333,1,9.6
12593,55,High Risk - Send Offer,108,3,418.1,19.90952381,0,7.3
12624,55,High Risk - Send Offer,105,2,641.13,16.87184211,0,5.9
12710,55,High Risk - Send Offer,96,4,1149.02,14.92233766,2,6.7
12717,55,High Risk - Send Offer,150,3,1030.98,18.74509091,1,8.2
12735,55,High Risk - Send Offer,314,2,779.57,18.12953488,0,11.2
12743,55,High Risk - Send Offer,133,2,540.13,4.123129771,0,4.4
12802,55,High Risk - Send Offer,183,2,427.58,17.1032,1,6.2
12809,55,High Risk - Send Offer,167,2,489.31,19.5724,1,5.9
12811,55,High Risk - Send Offer,260,3,514.85,16.60806452,0,9.4
12816,55,High Risk - Send Offer,95,2,572.2,19.73103448,0,5.8
12845,55,High Risk - Send Offer,266,4,354.09,13.11444444,0,9.6
12868,55,High Risk - Send Offer,185,6,1607.06,15.01925234,0,12.4
12872,55,High Risk - Send Offer,326,2,599.97,9.090454545,0,12.1
12915,55,High Risk - Send Offer,148,2,363.65,16.52954545,0,12.4
12929,55,High Risk - Send Offer,121,2,117.85,14.73125,1,10.4
12942,55,High Risk - Send Offer,130,3,675.6,9.651428571,0,12.2
12999,55,High Risk - Send Offer,195,3,455.88,16.28142857,0,8.2
13000,55,High Risk - Send Offer,106,3,534.85,17.25322581,0,12.1
13008,55,High Risk - Send Offer,322,2,229.47,16.39071429,1,12
13037,55,High Risk - Send Offer,137,3,881.07,18.355625,0,8.5
13116,55,High Risk - Send Offer,116,2,501.14,16.70466667,1,4.6
13122,55,High Risk - Send Offer,93,2,922.39,16.77072727,0,8
13133,55,High Risk - Send Offer,273,2,109.8,15.68571429,0,10.1
13140,55,High Risk - Send Offer,107,3,422.47,9.388222222,0,12.2
13151,55,High Risk - Send Offer,202,2,1257.87,16.99824324,1,9.8
13158,55,High Risk - Send Offer,94,4,1201.06,15.20329114,0,10.6
13166,55,High Risk - Send Offer,281,2,417.2,10.17560976,1,9.4
13192,55,High Risk - Send Offer,94,2,911.94,14.4752381,0,6.8
13221,55,High Risk - Send Offer,239,2,847.41,12.83954545,0,11.9
13235,55,High Risk - Send Offer,211,2,1031.07,17.77706897,1,7
13240,55,High Risk - Send Offer,95,4,663.65,9.905223881,0,12.2
13248,55,High Risk - Send Offer,124,2,465.68,17.91076923,0,6.3
13280,55,High Risk - Send Offer,121,3,798.46,9.737317073,0,11.2
13284,55,High Risk - Send Offer,322,2,201.19,15.47615385,1,11
13294,55,High Risk - Send Offer,189,2,873.74,16.18037037,0,8.3
13300,55,High Risk - Send Offer,164,2,371.89,18.5945,2,5.6
13301,55,High Risk - Send Offer,103,4,618.09,7.630740741,0,9.7
13345,55,High Risk - Send Offer,276,2,389.5,19.475,2,9.6
13376,55,High Risk - Send Offer,98,3,1019.76,19.24075472,0,7.8
13388,55,High Risk - Send Offer,120,3,677.1,19.34571429,1,4.3
13402,55,High Risk - Send Offer,126,2,621.23,15.92897436,0,12.4
13420,55,High Risk - Send Offer,134,4,159.85,19.98125,2,5.7
13462,55,High Risk - Send Offer,182,2,151.5,16.83333333,1,8.4
13466,55,High Risk - Send Offer,99,2,307.9,18.11176471,1,6.1
13470,55,High Risk - Send Offer,98,2,165,16.5,0,3.8
13475,55,High Risk - Send Offer,190,4,1431.78,16.64860465,0,9.9
13497,55,High Risk - Send Offer,282,3,348.05,18.31842105,1,12.3
13533,55,High Risk - Send Offer,182,3,269.09,3.587866667,0,8.9
13548,55,High Risk - Send Offer,95,2,678.16,5.513495935,0,8.1
13593,55,High Risk - Send Offer,107,6,2011.88,15.8415748,1,11.2
13615,55,High Risk - Send Offer,312,2,417.69,18.16043478,1,10.6
13649,55,High Risk - Send Offer,256,2,346.6,15.06956522,0,12.2
13655,55,High Risk - Send Offer,113,2,932.97,16.66017857,0,8
13656,55,High Risk - Send Offer,164,2,379.65,7.747959184,0,11.2
13675,55,High Risk - Send Offer,150,2,486.82,19.4728,0,9.5
13684,55,High Risk - Send Offer,285,2,65.13,2.245862069,1,9.5
13707,55,High Risk - Send Offer,266,2,806.41,16.80020833,0,10.5
13711,55,High Risk - Send Offer,218,2,252.06,19.38923077,0,7.3
13720,55,High Risk - Send Offer,116,4,799.9,18.60232558,0,8.5
13730,55,High Risk - Send Offer,135,2,752.6,17.50232558,0,5.4
13731,55,High Risk - Send Offer,218,2,610.59,16.06815789,0,8.2
13744,55,High Risk - Send Offer,94,2,1080.52,17.15111111,0,9.7
13745,55,High Risk - Send Offer,150,2,300.04,12.0016,1,5.4
13752,55,High Risk - Send Offer,123,6,1175.38,15.67173333,0,8.2
13799,55,High Risk - Send Offer,116,2,688.86,17.66307692,0,9.8
13821,55,High Risk - Send Offer,144,2,385.64,6.536271186,0,8.7
13826,55,High Risk - Send Offer,157,2,189.5,18.95,2,5.8
13837,55,High Risk - Send Offer,211,2,266.59,14.81055556,0,10.6
13863,55,High Risk - Send Offer,244,2,305.78,15.289,2,8.2
13869,55,High Risk - Send Offer,122,4,3083.65,10.14358553,0,11.9
13873,55,High Risk - Send Offer,119,4,389.6,16.93913043,1,10.3
13885,55,High Risk - Send Offer,188,2,506.8,18.1,0,6.7
13888,55,High Risk - Send Offer,119,2,595.67,15.27358974,0,7.2
13900,55,High Risk - Send Offer,182,3,740.95,17.23139535,0,8.7
13936,55,High Risk - Send Offer,170,2,376.58,14.48384615,1,6
13951,55,High Risk - Send Offer,175,3,674.45,17.29358974,0,9.8
13955,55,High Risk - Send Offer,153,2,322.96,9.786666667,0,10.2
13963,55,High Risk - Send Offer,307,4,664.54,18.98685714,0,12.2
14002,55,High Risk - Send Offer,133,2,529.73,11.27085106,0,5.2
14009,55,High Risk - Send Offer,197,3,695.61,16.56214286,2,6.8
14013,55,High Risk - Send Offer,109,3,473.02,13.91235294,0,9.2
14037,55,High Risk - Send Offer,175,2,147.2,5.257142857,0,12.1
14078,55,High Risk - Send Offer,101,6,1049.37,16.14415385,0,12.4
14104,55,High Risk - Send Offer,154,2,216.21,10.29571429,0,5.5
14127,55,High Risk - Send Offer,122,3,709.71,16.12977273,0,10.3
14161,55,High Risk - Send Offer,215,3,1097.62,10.55403846,0,12.3
14162,55,High Risk - Send Offer,173,2,289.36,11.5744,0,9.7
14176,55,High Risk - Send Offer,296,5,576.9,18.60967742,1,12.2
14206,55,High Risk - Send Offer,238,2,328.16,16.408,1,12
14223,55,High Risk - Send Offer,91,4,991.13,16.51883333,1,8.8
14224,55,High Risk - Send Offer,109,4,1009.73,8.935663717,0,10.6
14242,55,High Risk - Send Offer,234,2,280.55,17.534375,0,10.8
14246,55,High Risk - Send Offer,110,3,1474.06,19.65413333,0,8.2
14256,55,High Risk - Send Offer,253,3,969.06,18.28415094,1,12.1
14264,55,High Risk - Send Offer,154,3,333.97,19.64529412,2,12.4
14265,55,High Risk - Send Offer,108,2,530.18,17.10258065,0,4.9
14331,55,High Risk - Send Offer,123,2,462.66,16.52357143,0,4.5
14344,55,High Risk - Send Offer,126,8,889.93,12.53422535,0,12.3
14346,55,High Risk - Send Offer,120,2,1021.58,17.02633333,0,9.9
14414,55,High Risk - Send Offer,91,8,1496.98,15.43278351,1,11.9
14437,55,High Risk - Send Offer,142,2,63,12.6,1,12.2
14450,55,High Risk - Send Offer,180,3,483.25,12.08125,0,10.7
14461,55,High Risk - Send Offer,147,3,2103.06,11.68366667,0,8.7
14465,55,High Risk - Send Offer,246,3,1038.44,8.442601626,0,10.1
14472,55,High Risk - Send Offer,103,8,1852.67,6.991207547,0,11.8
14479,55,High Risk - Send Offer,253,2,316.25,17.56944444,0,12.1
14483,55,High Risk - Send Offer,149,2,137.1,15.23333333,1,9.4
14497,55,High Risk - Send Offer,300,2,475.37,16.39206897,2,10.3
14512,55,High Risk - Send Offer,187,2,275.28,11.96869565,0,7.7
14532,55,High Risk - Send Offer,235,4,932.85,14.57578125,0,11.7
14570,55,High Risk - Send Offer,280,2,218.06,7.519310345,0,9.3
14584,55,High Risk - Send Offer,168,5,1033.06,10.54142857,1,6.6
14619,55,High Risk - Send Offer,238,2,394.44,19.722,2,8.2
14645,55,High Risk - Send Offer,156,2,597.09,19.903,0,9.2
14656,55,High Risk - Send Offer,168,2,291.05,3.638125,0,9.4
14669,55,High Risk - Send Offer,241,3,1259.24,7.585783133,0,11.1
14670,55,High Risk - Send Offer,279,2,392.86,3.19398374,0,9.3
14672,55,High Risk - Send Offer,234,2,765.55,12.55,0,11.2
14692,55,High Risk - Send Offer,136,5,591.55,8.699264706,1,10.7
14697,55,High Risk - Send Offer,217,2,188.61,8.573181818,0,7.2
14745,55,High Risk - Send Offer,112,6,1220.26,17.68492754,1,9.5
14747,55,High Risk - Send Offer,247,2,328.2,18.23333333,1,8.3
14760,55,High Risk - Send Offer,293,2,89.2,17.84,2,9.9
14770,55,High Risk - Send Offer,231,2,876.42,16.85423077,0,10.7
14779,55,High Risk - Send Offer,280,3,386.15,9.418292683,0,10.8
14803,55,High Risk - Send Offer,161,3,845.55,19.21704545,0,9.7
14813,55,High Risk - Send Offer,369,2,152.88,5.271724138,0,12.3
14817,55,High Risk - Send Offer,199,2,1110.34,17.62444444,0,9.2
14823,55,High Risk - Send Offer,179,3,321.43,4.591857143,0,6.5
14850,55,High Risk - Send Offer,311,2,325.75,15.51190476,1,12.2
14867,55,High Risk - Send Offer,185,4,710.28,19.73,1,12.3
14891,55,High Risk - Send Offer,147,2,554.38,16.79939394,0,6.2
14896,55,High Risk - Send Offer,204,2,468.77,10.90162791,0,12.2
14920,55,High Risk - Send Offer,212,2,977.77,17.15385965,0,7.1
14930,55,High Risk - Send Offer,108,3,2362.96,18.60598425,0,9.1
14958,55,High Risk - Send Offer,146,3,483.73,11.79829268,0,8.2
14965,55,High Risk - Send Offer,95,2,596.09,7.359135802,0,3.2
14985,55,High Risk - Send Offer,197,2,292.01,3.518192771,0,11.9
14998,55,High Risk - Send Offer,169,2,414.87,5.606351351,0,8
15002,55,High Risk - Send Offer,115,4,1641.76,14.27617391,0,12.2
15079,55,High Risk - Send Offer,212,5,895.61,19.05553191,1,12.2
15092,55,High Risk - Send Offer,214,2,457.81,17.60807692,0,9.4
15104,55,High Risk - Send Offer,166,3,993.54,14.82895522,2,9.4
15120,55,High Risk - Send Offer,129,2,358.82,17.08666667,1,4.4
15135,55,High Risk - Send Offer,232,2,139.05,15.45,1,7.9
15139,55,High Risk - Send Offer,239,2,178.96,13.76615385,0,11.2
15198,55,High Risk - Send Offer,91,2,193.64,19.364,0,4.1
15213,55,High Risk - Send Offer,318,3,328.35,13.68125,1,11
15230,55,High Risk - Send Offer,238,2,429.6,18.67826087,0,8
15232,55,High Risk - Send Offer,112,2,612.06,19.74387097,0,4.7
15235,55,High Risk - Send Offer,217,12,2247.51,15.71685315,0,12.4
15246,55,High Risk - Send Offer,237,2,514.15,15.58030303,0,11.9
15258,55,High Risk - Send Offer,168,2,623.16,18.32823529,0,7.2
15265,55,High Risk - Send Offer,150,2,1506.12,18.36731707,0,7.8
15279,55,High Risk - Send Offer,354,2,290.51,15.29,2,12.1
15308,55,High Risk - Send Offer,270,2,310.47,16.34052632,2,9.1
15334,55,High Risk - Send Offer,156,3,350.82,3.579795918,0,5.7
15342,55,High Risk - Send Offer,115,2,406.09,16.92041667,2,4.3
15349,55,High Risk - Send Offer,157,2,463.91,6.533943662,0,6.2
15353,55,High Risk - Send Offer,254,2,770.12,12.62491803,0,12.2
15379,55,High Risk - Send Offer,168,8,3703.29,19.08912371,2,11.9
15384,55,High Risk - Send Offer,169,3,642.41,15.66853659,2,12.4
15402,55,High Risk - Send Offer,148,2,626.77,14.92309524,0,6.5
15422,55,High Risk - Send Offer,322,2,97.7,16.28333333,0,10.7
15456,55,High Risk - Send Offer,282,3,434.59,7.492931034,0,11.9
15483,55,High Risk - Send Offer,160,4,225.26,2.681666667,0,8.9
15508,55,High Risk - Send Offer,188,6,1000.27,10.8725,0,7.8
15512,55,High Risk - Send Offer,155,2,121,17.28571429,0,12
15574,55,High Risk - Send Offer,177,4,675.64,4.445,0,12.4
15577,55,High Risk - Send Offer,150,3,258.88,6.637948718,0,10.1
15589,55,High Risk - Send Offer,252,4,478.53,16.50103448,1,10.3
15609,55,High Risk - Send Offer,182,2,298.48,18.655,2,6.1
15624,55,High Risk - Send Offer,116,4,588.13,17.29794118,0,8.5
15641,55,High Risk - Send Offer,104,4,1887.2,15.85882353,0,11.9
15644,55,High Risk - Send Offer,165,4,803.54,3.463534483,0,8.7
15646,55,High Risk - Send Offer,157,4,447.64,12.78971429,1,12.4
15665,55,High Risk - Send Offer,167,2,2222.21,19.32356522,0,8.1
15695,55,High Risk - Send Offer,266,2,409.98,18.63545455,0,8.9
15704,55,High Risk - Send Offer,139,4,2293.62,19.60358974,0,7.2
15713,55,High Risk - Send Offer,142,3,356.7,18.77368421,1,12.2
15716,55,High Risk - Send Offer,145,4,1101.11,9.411196581,0,12.3
15724,55,High Risk - Send Offer,200,3,218.25,19.84090909,1,9.5
15729,55,High Risk - Send Offer,197,2,85,17,1,7.1
15746,55,High Risk - Send Offer,133,2,196.88,7.031428571,1,4.4
15780,55,High Risk - Send Offer,183,3,475.28,16.38896552,0,11.9
15800,55,High Risk - Send Offer,106,2,696.89,5.956324786,0,8.2
15808,55,High Risk - Send Offer,305,5,3651.27,18.72446154,2,12.3
15829,55,High Risk - Send Offer,98,2,636.14,12.47333333,0,4.7
15852,55,High Risk - Send Offer,186,2,160.71,7.305,0,6.5
15855,55,High Risk - Send Offer,136,5,712.24,8.903,0,8.8
15869,55,High Risk - Send Offer,276,2,149.64,9.976,0,9.2
15880,55,High Risk - Send Offer,368,2,329.03,3.427395833,1,12.3
15889,55,High Risk - Send Offer,156,2,420.07,4.942,0,12.3
15894,55,High Risk - Send Offer,252,2,258.25,6.97972973,0,12.3
15897,55,High Risk - Send Offer,193,2,208.59,9.481363636,0,6.4
15912,55,High Risk - Send Offer,177,2,264.62,13.92736842,0,7.7
15918,55,High Risk - Send Offer,190,2,334.23,8.35575,0,9
15920,55,High Risk - Send Offer,153,4,167.5,2.791666667,0,5.1
15976,55,High Risk - Send Offer,164,2,427.64,4.454583333,0,7.3
16010,55,High Risk - Send Offer,245,3,392.4,4.967088608,0,12.1
16031,55,High Risk - Send Offer,91,2,547.9,5.590816327,0,8.2
16045,55,High Risk - Send Offer,119,4,1340.7,16.15301205,0,9.6
16091,55,High Risk - Send Offer,154,2,315.06,17.50333333,0,6.6
16092,55,High Risk - Send Offer,98,5,817.86,16.03647059,2,8.4
16112,55,High Risk - Send Offer,142,4,195.74,12.23375,0,11.3
16116,55,High Risk - Send Offer,205,2,612.78,18.02294118,1,7
16172,55,High Risk - Send Offer,94,5,1140.21,16.52478261,0,8
16175,55,High Risk - Send Offer,93,4,1037.59,17.88948276,0,8
16230,55,High Risk - Send Offer,189,2,542.03,15.48657143,0,7.3
16244,55,High Risk - Send Offer,211,2,1522.75,16.73351648,0,12.4
16250,55,High Risk - Send Offer,260,2,389.44,16.22666667,0,12.4
16292,55,High Risk - Send Offer,116,2,302.25,17.77941176,2,4
16309,55,High Risk - Send Offer,91,3,706.57,16.82309524,2,8
16317,55,High Risk - Send Offer,119,3,1341.65,19.4442029,0,9.9
16320,55,High Risk - Send Offer,171,2,1038.46,18.54392857,0,7.1
16324,55,High Risk - Send Offer,127,3,408.59,3.680990991,0,5.9
16356,55,High Risk - Send Offer,197,4,211.77,6.831290323,1,9.2
16378,55,High Risk - Send Offer,246,3,362.95,15.78043478,0,10.3
16402,55,High Risk - Send Offer,264,2,293.45,5.148245614,0,12.3
16419,55,High Risk - Send Offer,112,7,958.71,19.1742,1,10.4
16431,55,High Risk - Send Offer,212,3,623.28,8.201052632,0,9.9
16456,55,High Risk - Send Offer,98,5,2158.18,19.61981818,0,12.4
16473,55,High Risk - Send Offer,164,4,316.11,17.56166667,1,11.2
16484,55,High Risk - Send Offer,173,3,404.3,16.172,1,6.3
16498,55,High Risk - Send Offer,160,3,100.97,6.731333333,1,5.4
16503,55,High Risk - Send Offer,106,5,1431.93,17.04678571,2,12
16520,55,High Risk - Send Offer,185,4,1046.57,6.708782051,1,12.1
16536,55,High Risk - Send Offer,106,2,548.12,10.15037037,1,3.6
16572,55,High Risk - Send Offer,126,4,1009.6,17.7122807,1,9.2
16581,55,High Risk - Send Offer,154,2,105.84,11.76,2,6.1
16598,55,High Risk - Send Offer,276,2,145.05,14.505,1,9.5
16611,55,High Risk - Send Offer,185,2,129.49,12.949,1,7.7
16619,55,High Risk - Send Offer,253,2,226.21,16.15785714,2,8.8
16644,55,High Risk - Send Offer,177,2,833.78,13.44806452,0,7
16647,55,High Risk - Send Offer,169,2,214.06,15.29,0,6.8
16714,55,High Risk - Send Offer,218,4,1129.06,12.97770115,1,10.5
16725,55,High Risk - Send Offer,301,8,758.27,5.229448276,1,12.3
16780,55,High Risk - Send Offer,99,2,422.24,7.156610169,0,8.6
16781,55,High Risk - Send Offer,364,2,311.25,18.30882353,2,12.4
16788,55,High Risk - Send Offer,122,2,594.39,4.016148649,0,8.4
16792,55,High Risk - Send Offer,281,2,110.38,9.198333333,0,9.4
16805,55,High Risk - Send Offer,173,2,460.59,4.699897959,0,12
16806,55,High Risk - Send Offer,102,4,762.16,8.195268817,0,7.9
16807,55,High Risk - Send Offer,142,3,1121.59,16.74014925,0,9
16808,55,High Risk - Send Offer,98,2,288.42,12.54,0,9.1
16816,55,High Risk - Send Offer,102,4,417.06,14.895,0,11.9
16828,55,High Risk - Send Offer,92,2,128.5,16.0625,0,3.7
16832,55,High Risk - Send Offer,183,3,199.15,16.59583333,0,7.2
16835,55,High Risk - Send Offer,127,2,180.85,18.085,0,12.4
16866,55,High Risk - Send Offer,140,3,207.74,18.88545455,0,5.4
16883,55,High Risk - Send Offer,186,2,272.48,7.364324324,0,12.4
16889,55,High Risk - Send Offer,194,3,1578.67,11.69385185,0,11.2
16919,55,High Risk - Send Offer,155,11,2592.25,7.951687117,0,12.2
16951,55,High Risk - Send Offer,122,4,1277.75,14.85755814,1,10.1
16952,55,High Risk - Send Offer,108,2,167.61,10.475625,0,3.6
16980,55,High Risk - Send Offer,254,2,1028.46,12.69703704,0,9.7
17045,55,High Risk - Send Offer,112,3,339.44,15.42909091,0,8.2
17050,55,High Risk - Send Offer,95,6,3185.64,10.34298701,0,10
17062,55,High Risk - Send Offer,313,5,533.33,7.72942029,1,12.3
17085,55,High Risk - Send Offer,122,6,1562.4,8.4,2,12.1
17105,55,High Risk - Send Offer,158,2,665.78,7.397555556,0,10.2
17126,55,High Risk - Send Offer,151,7,989.45,3.989717742,2,12.1
17134,55,High Risk - Send Offer,106,2,413.2,17.96521739,0,8.8
17179,55,High Risk - Send Offer,177,3,711.79,8.897375,0,12
17189,55,High Risk - Send Offer,105,2,383.75,6.395833333,0,11.9
17194,55,High Risk - Send Offer,273,2,262.62,9.055862069,0,12
17223,55,High Risk - Send Offer,309,2,416.89,8.685208333,0,12.2
17229,55,High Risk - Send Offer,95,2,318.76,6.78212766,0,4.7
17252,55,High Risk - Send Offer,116,2,348.91,4.057093023,0,6.2
17256,55,High Risk - Send Offer,106,2,240,15,0,10.4
17259,55,High Risk - Send Offer,147,2,581.23,5.010603448,0,12.2
17265,55,High Risk - Send Offer,138,2,550.01,4.508278689,0,6
17267,55,High Risk - Send Offer,126,2,317.2,8.572972973,0,4.2
17277,55,High Risk - Send Offer,227,2,1065.35,15.43985507,0,10.7
17282,55,High Risk - Send Offer,129,3,1685.46,18.93775281,0,10
17298,55,High Risk - Send Offer,100,2,498.42,16.614,0,4.1
17320,55,High Risk - Send Offer,99,3,1200.62,16.44684932,0,12.2
17341,55,High Risk - Send Offer,156,3,682.29,4.345796178,0,12.2
17358,55,High Risk - Send Offer,302,2,360.81,6.220862069,0,11.8
17362,55,High Risk - Send Offer,238,2,312.23,8.920857143,0,10.3
17374,55,High Risk - Send Offer,218,2,495.77,17.70607143,0,9.3
17375,55,High Risk - Send Offer,189,4,400.1,5.798550725,2,12
17392,55,High Risk - Send Offer,306,2,417.27,7.45125,0,11.9
17398,55,High Risk - Send Offer,114,3,653.38,17.19421053,0,8.5
17400,55,High Risk - Send Offer,125,5,2097.84,10.18368932,0,11.7
17446,55,High Risk - Send Offer,176,2,120.9,13.43333333,0,10.3
17454,55,High Risk - Send Offer,191,4,517.53,8.484098361,0,12
17472,55,High Risk - Send Offer,190,3,697.54,4.008850575,0,9.9
17501,55,High Risk - Send Offer,220,2,288.6,16.03333333,0,7.3
17507,55,High Risk - Send Offer,261,2,605.58,6.881590909,0,10.3
17550,55,High Risk - Send Offer,196,3,267.16,6.360952381,0,8.1
17580,55,High Risk - Send Offer,252,3,215.72,4.793777778,0,11.9
17585,55,High Risk - Send Offer,108,4,1116.68,5.368653846,0,11.2
17604,55,High Risk - Send Offer,216,2,309.36,4.91047619,0,10.4
17630,55,High Risk - Send Offer,169,2,503.6,19.36923077,0,7.7
17642,55,High Risk - Send Offer,119,2,712.29,17.80725,0,5.8
17649,55,High Risk - Send Offer,134,2,868.49,16.70173077,1,4.6
17691,55,High Risk - Send Offer,357,2,290.4,15.28421053,0,12.3
17692,55,High Risk - Send Offer,126,5,740.94,16.1073913,1,11.9
17693,55,High Risk - Send Offer,135,3,200.47,12.529375,2,4.5
17708,55,High Risk - Send Offer,187,2,263.33,7.745,0,10.8
17746,55,High Risk - Send Offer,234,2,110.25,18.375,2,8
17749,55,High Risk - Send Offer,177,2,674.52,19.272,0,8.5
17765,55,High Risk - Send Offer,158,3,367.63,6.564821429,0,8.5
17774,55,High Risk - Send Offer,96,5,1213.73,7.932875817,1,10.1
17781,55,High Risk - Send Offer,158,2,188.02,15.66833333,0,8.4
17787,55,High Risk - Send Offer,152,4,1817.54,14.19953125,0,12.3
17795,55,High Risk - Send Offer,179,2,342.83,7.618444444,0,8.8
17869,55,High Risk - Send Offer,106,5,428.18,10.7045,0,12.2
17874,55,High Risk - Send Offer,184,7,683.46,14.85782609,1,8.5
17889,55,High Risk - Send Offer,211,2,201.37,10.0685,0,10.7
