customerid,lifetime_value,total_orders,customer_life_days,customer_percentile,revenue_contribution_pct,segment
18228,779.9,3,29,45.09,90.46,Mid 30%
12735,779.57,2,21,45.11,90.47,Mid 30%
17411,778.94,4,353,45.14,90.48,Mid 30%
13375,778.65,2,7,45.16,90.49,Mid 30%
14815,778.5,2,31,45.18,90.5,Mid 30%
17414,778,2,141,45.21,90.51,Mid 30%
16505,777.6,1,0,45.23,90.52,Mid 30%
13563,777.53,2,55,45.25,90.53,Mid 30%
12425,777.2,1,0,45.27,90.53,Mid 30%
15618,776.85,5,103,45.3,90.54,Mid 30%
15743,775.96,4,168,45.32,90.55,Mid 30%
13314,775.94,4,72,45.34,90.56,Mid 30%
13341,775.85,1,0,45.37,90.57,Mid 30%
16825,775.18,2,147,45.39,90.58,Mid 30%
15414,774.9,3,232,45.41,90.59,Mid 30%
16043,773.99,4,280,45.44,90.6,Mid 30%
16222,773.55,1,0,45.46,90.6,Mid 30%
15075,773.03,1,0,45.48,90.61,Mid 30%
17764,772.55,2,160,45.5,90.62,Mid 30%
17409,771.85,2,63,45.53,90.63,Mid 30%
15353,770.12,2,113,45.55,90.64,Mid 30%
14412,770.03,3,37,45.57,90.65,Mid 30%
12965,769.81,1,0,45.6,90.66,Mid 30%
16480,769.29,1,0,45.62,90.67,Mid 30%
13356,768.24,1,0,45.64,90.67,Mid 30%
14672,765.55,2,101,45.67,90.68,Mid 30%
17695,765.34,2,39,45.69,90.69,Mid 30%
14885,765.32,1,0,45.71,90.7,Mid 30%
17516,764.88,5,270,45.74,90.71,Mid 30%
17268,763.64,4,137,45.76,90.72,Mid 30%
17466,763.28,2,68,45.78,90.73,Mid 30%
16806,762.16,4,135,45.8,90.73,Mid 30%
15599,761.74,2,177,45.83,90.74,Mid 30%
14883,761.59,7,193,45.85,90.75,Mid 30%
17425,759.17,2,41,45.87,90.76,Mid 30%
16036,758.92,2,176,45.9,90.77,Mid 30%
15568,758.29,3,70,45.92,90.78,Mid 30%
16725,758.27,8,69,45.94,90.79,Mid 30%
12413,758.1,5,270,45.97,90.79,Mid 30%
16205,757.63,4,148,45.99,90.8,Mid 30%
14550,757.37,2,33,46.01,90.81,Mid 30%
16770,757.1,6,314,46.04,90.82,Mid 30%
15223,755.75,3,23,46.06,90.83,Mid 30%
13370,754.87,2,5,46.08,90.84,Mid 30%
18104,754.64,1,0,46.1,90.85,Mid 30%
14234,754.12,4,35,46.13,90.85,Mid 30%
16470,752.77,5,307,46.15,90.86,Mid 30%
13730,752.6,2,25,46.17,90.87,Mid 30%
13030,752.44,2,356,46.2,90.88,Mid 30%
16256,752.43,2,8,46.22,90.89,Mid 30%
12908,750,4,253,46.24,90.9,Mid 30%
17146,749.78,3,253,46.27,90.9,Mid 30%
14923,749.1,1,0,46.29,90.91,Mid 30%
15656,748.5,4,238,46.31,90.92,Mid 30%
16859,747.81,5,155,46.33,90.93,Mid 30%
14201,747.44,9,299,46.36,90.94,Mid 30%
17387,746.81,2,13,46.38,90.95,Mid 30%
14050,746.36,2,74,46.4,90.95,Mid 30%
17034,745.52,4,271,46.43,90.96,Mid 30%
13950,745.06,5,235,46.45,90.98,Mid 30%
14790,745.06,4,236,46.47,90.98,Mid 30%
13236,744.85,3,82,46.5,90.99,Mid 30%
13354,743.53,1,0,46.52,91,Mid 30%
16730,743.11,4,267,46.54,91.01,Mid 30%
12374,742.93,1,0,46.57,91.01,Mid 30%
16891,742.43,5,369,46.59,91.02,Mid 30%
12465,742.19,3,161,46.61,91.03,Mid 30%
14662,741.37,4,287,46.63,91.04,Mid 30%
13753,741.26,1,0,46.66,91.05,Mid 30%
13900,740.95,3,79,46.68,91.06,Mid 30%
17692,740.94,5,232,46.7,91.06,Mid 30%
15252,740.78,2,146,46.73,91.07,Mid 30%
12603,739.2,1,0,46.75,91.08,Mid 30%
14756,738.96,1,0,46.77,91.09,Mid 30%
12976,738.6,1,0,46.8,91.1,Mid 30%
17461,735.82,3,6,46.82,91.11,Mid 30%
15074,735.67,1,0,46.84,91.11,Mid 30%
15045,735.66,3,105,46.86,91.12,Mid 30%
15215,734.94,6,272,46.89,91.13,Mid 30%
15525,734.37,4,371,46.91,91.14,Mid 30%
16146,734.13,3,74,46.93,91.15,Mid 30%
17979,732.41,5,224,46.96,91.15,Mid 30%
13575,732.07,5,152,46.98,91.16,Mid 30%
16099,731.9,3,175,47,91.17,Mid 30%
16491,731.5,1,0,47.03,91.18,Mid 30%
14778,730.86,2,181,47.05,91.19,Mid 30%
13736,729.8,3,255,47.07,91.2,Mid 30%
12468,729.54,3,173,47.1,91.2,Mid 30%
16261,728.54,4,228,47.12,91.21,Mid 30%
17666,728.16,2,61,47.14,91.22,Mid 30%
13077,728.02,4,365,47.16,91.23,Mid 30%
13623,727.74,7,266,47.19,91.24,Mid 30%
14055,725.64,1,0,47.21,91.25,Mid 30%
16140,725.18,4,318,47.23,91.25,Mid 30%
12723,725.07,5,61,47.26,91.26,Mid 30%
15636,724.76,2,192,47.28,91.27,Mid 30%
12475,723.38,1,0,47.3,91.28,Mid 30%
17521,723.21,4,174,47.33,91.29,Mid 30%
15272,721.94,2,28,47.35,91.29,Mid 30%
14869,721.45,3,99,47.37,91.3,Mid 30%
15584,720.86,5,138,47.4,91.31,Mid 30%
18062,720.52,3,164,47.42,91.32,Mid 30%
16023,719.81,3,220,47.44,91.33,Mid 30%
15274,716.57,2,14,47.46,91.33,Mid 30%
12535,716.35,2,94,47.49,91.34,Mid 30%
15400,716.2,6,186,47.51,91.35,Mid 30%
17029,716,2,126,47.53,91.37,Mid 30%
17888,716,10,338,47.56,91.37,Mid 30%
15330,714.96,2,28,47.58,91.37,Mid 30%
15757,714.42,2,152,47.6,91.38,Mid 30%
18035,713.89,3,7,47.63,91.39,Mid 30%
12616,713.3,5,212,47.65,91.4,Mid 30%
13169,712.88,2,188,47.67,91.41,Mid 30%
13147,712.8,4,89,47.69,91.41,Mid 30%
17761,712.78,1,0,47.72,91.42,Mid 30%
13416,712.5,2,37,47.74,91.43,Mid 30%
13587,712.4,3,31,47.76,91.44,Mid 30%
17642,712.29,2,56,47.79,91.45,Mid 30%
15855,712.24,5,126,47.81,91.45,Mid 30%
13705,711.86,3,366,47.83,91.46,Mid 30%
17179,711.79,3,183,47.86,91.47,Mid 30%
13249,711.41,3,168,47.88,91.48,Mid 30%
14867,710.28,4,182,47.9,91.49,Mid 30%
16362,709.99,9,58,47.93,91.49,Mid 30%
14127,709.71,3,187,47.95,91.5,Mid 30%
16136,709.38,3,217,47.97,91.51,Mid 30%
15951,708.22,3,284,47.99,91.52,Mid 30%
16449,707.69,3,89,48.02,91.53,Mid 30%
12453,707.09,1,0,48.04,91.53,Mid 30%
16309,706.57,3,149,48.06,91.54,Mid 30%
14126,706.13,4,2,48.09,91.55,Mid 30%
16364,705.79,2,125,48.11,91.56,Mid 30%
16882,705.12,3,250,48.13,91.57,Mid 30%
16015,704.55,4,45,48.16,91.57,Mid 30%
17934,704.25,2,7,48.18,91.58,Mid 30%
12612,704.04,2,16,48.2,91.59,Mid 30%
17974,703.99,3,194,48.22,91.6,Mid 30%
12883,703.47,4,64,48.25,91.61,Mid 30%
15103,703.36,2,55,48.27,91.61,Mid 30%
16997,702,3,37,48.29,91.62,Mid 30%
14179,701.57,2,11,48.32,91.63,Mid 30%
14198,701.4,7,235,48.34,91.64,Mid 30%
14356,701.23,4,21,48.36,91.65,Mid 30%
13238,700.73,5,349,48.39,91.65,Mid 30%
17734,700.63,3,180,48.41,91.66,Mid 30%
17812,699.81,4,355,48.43,91.67,Mid 30%
17423,698.41,4,172,48.46,91.68,Mid 30%
14829,697.55,6,343,48.48,91.68,Mid 30%
17472,697.54,3,108,48.5,91.69,Mid 30%
15800,696.89,2,139,48.52,91.7,Mid 30%
15700,696.68,3,1,48.55,91.71,Mid 30%
14009,695.61,3,7,48.57,91.72,Mid 30%
14959,695.42,5,237,48.59,91.72,Mid 30%
17884,695.07,4,367,48.62,91.73,Mid 30%
15304,694.4,10,307,48.64,91.74,Mid 30%
12925,694.05,2,70,48.66,91.75,Mid 30%
15053,693.95,3,277,48.69,91.76,Mid 30%
14643,693.81,3,187,48.71,91.76,Mid 30%
12410,693.33,3,7,48.73,91.77,Mid 30%
13601,693.32,2,166,48.76,91.78,Mid 30%
14111,692.85,5,227,48.78,91.79,Mid 30%
17198,692.22,3,347,48.8,91.79,Mid 30%
17733,692.19,2,222,48.82,91.8,Mid 30%
14880,690.59,3,211,48.85,91.81,Mid 30%
16212,690.34,3,264,48.87,91.82,Mid 30%
17796,690,4,329,48.89,91.83,Mid 30%
18085,689.95,2,43,48.92,91.83,Mid 30%
13023,689.9,2,65,48.94,91.84,Mid 30%
15181,689.48,5,299,48.96,91.85,Mid 30%
17502,689.1,4,19,48.99,91.86,Mid 30%
13799,688.86,2,177,49.01,91.86,Mid 30%
16642,688.33,3,202,49.03,91.87,Mid 30%
18196,686.63,2,195,49.05,91.88,Mid 30%
12658,686.05,1,0,49.08,91.89,Mid 30%
15038,685.74,7,326,49.1,91.9,Mid 30%
16122,684.42,4,293,49.12,91.9,Mid 30%
15669,684.34,5,223,49.15,91.91,Mid 30%
17874,683.46,7,70,49.17,91.92,Mid 30%
14222,683.17,1,0,49.19,91.93,Mid 30%
15582,682.91,3,195,49.22,91.93,Mid 30%
17341,682.29,3,209,49.24,91.94,Mid 30%
18135,681.91,5,161,49.26,91.95,Mid 30%
17397,681.41,2,0,49.29,91.96,Mid 30%
12478,680.99,1,0,49.31,91.96,Mid 30%
18082,680.84,1,0,49.33,91.97,Mid 30%
13524,680.18,5,179,49.35,91.98,Mid 30%
16872,680.02,3,107,49.38,91.99,Mid 30%
15322,679.68,2,21,49.4,91.99,Mid 30%
13430,679.45,4,67,49.42,92,Mid 30%
14788,679.44,2,19,49.45,92.01,Mid 30%
13925,678.25,6,98,49.47,92.02,Mid 30%
13548,678.16,2,147,49.49,92.03,Mid 30%
13388,677.1,3,10,49.52,92.03,Mid 30%
13040,676.99,2,24,49.54,92.04,Mid 30%
16377,676.2,1,0,49.56,92.05,Mid 30%
15626,675.8,2,254,49.59,92.06,Mid 30%
17462,675.69,3,232,49.61,92.06,Mid 30%
15574,675.64,4,194,49.63,92.08,Mid 30%
18156,675.64,2,356,49.65,92.08,Mid 30%
12942,675.6,3,234,49.68,92.09,Mid 30%
13607,675.51,1,0,49.7,92.09,Mid 30%
13325,675.3,1,0,49.72,92.1,Mid 30%
17994,674.89,6,169,49.75,92.11,Mid 30%
13838,674.82,4,364,49.77,92.12,Mid 30%
13355,674.7,1,0,49.79,92.12,Mid 30%
13464,674.68,1,0,49.82,92.13,Mid 30%
17749,674.52,2,78,49.84,92.14,Mid 30%
13951,674.45,3,118,49.86,92.15,Mid 30%
14504,673.26,4,231,49.88,92.15,Mid 30%
13258,672.83,3,193,49.91,92.16,Mid 30%
14628,671.96,2,151,49.93,92.17,Mid 30%
12838,671.95,2,340,49.95,92.18,Mid 30%
12638,671.69,1,0,49.98,92.18,Mid 30%
12418,668.58,1,0,50,92.19,Mid 30%
14342,668.56,6,188,50.02,92.2,Bottom 50%
13741,668.43,4,145,50.05,92.21,Bottom 50%
16268,667.65,2,0,50.07,92.22,Bottom 50%
15969,666.1,4,182,50.09,92.22,Bottom 50%
17105,665.78,2,147,50.12,92.23,Bottom 50%
13963,664.54,4,59,50.14,92.24,Bottom 50%
17883,664.34,4,242,50.16,92.24,Bottom 50%
16208,664.26,2,244,50.18,92.25,Bottom 50%
13596,664.11,2,7,50.21,92.26,Bottom 50%
15643,664,6,103,50.23,92.27,Bottom 50%
14720,663.81,3,120,50.25,92.27,Bottom 50%
13240,663.65,4,269,50.28,92.28,Bottom 50%
16573,663.61,4,216,50.3,92.29,Bottom 50%
16774,661.52,5,110,50.32,92.3,Bottom 50%
13028,661.32,3,22,50.35,92.3,Bottom 50%
14603,660,1,0,50.37,92.31,Bottom 50%
15492,659.46,2,46,50.39,92.32,Bottom 50%
13759,659.41,2,37,50.41,92.33,Bottom 50%
16357,658.88,3,180,50.44,92.33,Bottom 50%
14150,658.64,2,324,50.46,92.34,Bottom 50%
16696,657.9,4,112,50.48,92.35,Bottom 50%
14818,657.8,3,179,50.51,92.36,Bottom 50%
17459,657.3,2,16,50.53,92.36,Bottom 50%
15677,657.23,1,0,50.55,92.37,Bottom 50%
17321,657.16,2,59,50.58,92.38,Bottom 50%
16157,656.69,4,56,50.6,92.39,Bottom 50%
13049,656.68,2,253,50.62,92.39,Bottom 50%
16708,656.63,1,0,50.65,92.4,Bottom 50%
17299,656.61,4,161,50.67,92.41,Bottom 50%
16127,656.25,1,0,50.69,92.42,Bottom 50%
14894,655.75,1,0,50.71,92.42,Bottom 50%
14725,655.58,1,0,50.74,92.43,Bottom 50%
16444,654.67,5,218,50.76,92.44,Bottom 50%
14651,653.75,2,143,50.78,92.45,Bottom 50%
17398,653.38,3,140,50.81,92.45,Bottom 50%
18151,653.35,2,155,50.83,92.46,Bottom 50%
13496,653.33,3,349,50.85,92.47,Bottom 50%
18121,653.3,2,5,50.88,92.47,Bottom 50%
15205,653.24,3,42,50.9,92.48,Bottom 50%
15031,653.19,4,277,50.92,92.49,Bottom 50%
14548,652.8,2,167,50.95,92.5,Bottom 50%
17523,652.74,4,7,50.97,92.5,Bottom 50%
16056,650.75,1,0,50.99,92.51,Bottom 50%
15571,650.43,4,66,51.01,92.52,Bottom 50%
16969,650.41,3,152,51.04,92.53,Bottom 50%
17779,650.32,5,122,51.06,92.53,Bottom 50%
14034,648.89,4,135,51.08,92.54,Bottom 50%
16495,648.26,3,272,51.11,92.55,Bottom 50%
17777,647.56,3,75,51.13,92.56,Bottom 50%
17373,646.92,4,272,51.15,92.56,Bottom 50%
16014,646.83,4,255,51.18,92.57,Bottom 50%
16734,646.76,3,61,51.2,92.58,Bottom 50%
12589,646.68,2,115,51.22,92.58,Bottom 50%
14044,646.42,4,283,51.24,92.59,Bottom 50%
15651,646.3,3,223,51.27,92.6,Bottom 50%
14855,645.65,2,15,51.29,92.61,Bottom 50%
12719,644.95,3,59,51.31,92.61,Bottom 50%
17312,644.3,3,20,51.34,92.62,Bottom 50%
14451,643.9,2,134,51.36,92.63,Bottom 50%
16383,643.76,2,193,51.38,92.64,Bottom 50%
14020,642.8,2,71,51.41,92.64,Bottom 50%
13034,642.77,2,314,51.43,92.65,Bottom 50%
15384,642.41,3,202,51.45,92.66,Bottom 50%
17545,642.32,3,0,51.48,92.66,Bottom 50%
17046,642.02,1,0,51.5,92.67,Bottom 50%
15297,641.94,4,53,51.52,92.68,Bottom 50%
18218,641.92,4,75,51.54,92.69,Bottom 50%
12365,641.38,3,0,51.57,92.69,Bottom 50%
12624,641.13,2,71,51.59,92.7,Bottom 50%
13417,640.83,2,200,51.61,92.71,Bottom 50%
13318,640.76,3,36,51.64,92.71,Bottom 50%
12631,640.5,1,0,51.66,92.72,Bottom 50%
14301,640.14,2,9,51.68,92.73,Bottom 50%
15648,639.5,4,62,51.71,92.74,Bottom 50%
17515,639.02,4,286,51.73,92.74,Bottom 50%
18160,638.06,2,143,51.75,92.75,Bottom 50%
14754,638.05,2,250,51.78,92.76,Bottom 50%
14128,637.5,2,195,51.8,92.76,Bottom 50%
14481,636.51,2,122,51.82,92.77,Bottom 50%
14664,636.24,2,13,51.84,92.78,Bottom 50%
15829,636.14,2,41,51.87,92.79,Bottom 50%
15773,635.68,1,0,51.89,92.79,Bottom 50%
14000,635.66,2,4,51.91,92.8,Bottom 50%
16139,635.41,3,187,51.94,92.81,Bottom 50%
13892,632.97,4,219,51.96,92.81,Bottom 50%
14220,632.4,2,110,51.98,92.82,Bottom 50%
16306,632.27,9,153,52.01,92.83,Bottom 50%
18183,632.07,6,56,52.03,92.84,Bottom 50%
13822,632,2,34,52.05,92.84,Bottom 50%
14021,631.9,3,101,52.07,92.85,Bottom 50%
15244,631.57,2,182,52.1,92.86,Bottom 50%
17985,631.35,1,0,52.12,92.86,Bottom 50%
13539,631.34,4,223,52.14,92.87,Bottom 50%
16418,631.12,3,181,52.17,92.88,Bottom 50%
17990,630.84,3,124,52.19,92.89,Bottom 50%
13046,629.31,2,235,52.21,92.89,Bottom 50%
13525,628.78,2,233,52.24,92.9,Bottom 50%
14687,628.38,1,0,52.26,92.91,Bottom 50%
13518,627.16,1,0,52.28,92.91,Bottom 50%
15028,627.13,4,360,52.31,92.92,Bottom 50%
15402,626.77,2,47,52.33,92.93,Bottom 50%
14036,626.65,1,0,52.35,92.94,Bottom 50%
12577,626.6,4,323,52.37,92.94,Bottom 50%
13914,626.45,3,32,52.4,92.95,Bottom 50%
16469,625.42,4,222,52.42,92.96,Bottom 50%
16750,623.93,5,187,52.44,92.96,Bottom 50%
12649,623.51,4,257,52.47,92.97,Bottom 50%
15147,623.5,2,21,52.49,92.98,Bottom 50%
13368,623.4,2,80,52.51,92.98,Bottom 50%
16431,623.28,3,84,52.54,92.99,Bottom 50%
15258,623.16,2,48,52.56,93,Bottom 50%
17499,622.88,1,0,52.58,93.01,Bottom 50%
15182,622.85,2,114,52.6,93.01,Bottom 50%
17460,622.43,8,294,52.63,93.02,Bottom 50%
15768,621.83,4,110,52.65,93.03,Bottom 50%
18217,621.75,2,41,52.67,93.03,Bottom 50%
16915,621.68,6,274,52.7,93.04,Bottom 50%
17640,621.66,1,0,52.72,93.05,Bottom 50%
14152,621.29,3,158,52.74,93.05,Bottom 50%
13402,621.23,2,244,52.77,93.06,Bottom 50%
13546,621.09,3,188,52.79,93.07,Bottom 50%
16141,620.4,1,0,52.81,93.08,Bottom 50%
12667,620.13,1,0,52.84,93.08,Bottom 50%
13493,618.63,2,11,52.86,93.09,Bottom 50%
16613,618.59,1,0,52.88,93.1,Bottom 50%
13145,618.52,5,332,52.9,93.1,Bottom 50%
12596,618.27,2,190,52.93,93.11,Bottom 50%
16134,618.09,3,337,52.95,93.12,Bottom 50%
13301,618.09,4,188,52.97,93.12,Bottom 50%
14593,617.15,3,177,53,93.13,Bottom 50%
14377,617.05,2,70,53.02,93.14,Bottom 50%
16311,616.26,2,31,53.04,93.15,Bottom 50%
14905,616.15,3,79,53.07,93.15,Bottom 50%
14382,615.49,1,0,53.09,93.16,Bottom 50%
15275,615.14,2,6,53.11,93.17,Bottom 50%
16566,614.66,6,277,53.14,93.17,Bottom 50%
16116,612.78,2,5,53.16,93.18,Bottom 50%
18022,612.72,1,0,53.18,93.19,Bottom 50%
12513,612.29,2,28,53.2,93.19,Bottom 50%
18149,612.08,3,222,53.23,93.2,Bottom 50%
15232,612.06,2,27,53.25,93.21,Bottom 50%
15645,612.01,1,0,53.27,93.21,Bottom 50%
16109,611.88,2,89,53.3,93.22,Bottom 50%
16763,611.85,2,13,53.32,93.23,Bottom 50%
13731,610.59,2,27,53.34,93.23,Bottom 50%
12673,610.52,2,321,53.37,93.24,Bottom 50%
15795,610.01,1,0,53.39,93.25,Bottom 50%
14636,609.85,2,232,53.41,93.26,Bottom 50%
13357,609.4,1,0,53.43,93.26,Bottom 50%
16442,609.3,3,359,53.46,93.27,Bottom 50%
13933,608.79,2,39,53.48,93.28,Bottom 50%
12933,607.53,4,259,53.5,93.28,Bottom 50%
17119,606.91,3,56,53.53,93.29,Bottom 50%
16718,606.05,1,0,53.55,93.3,Bottom 50%
17849,605.8,4,115,53.57,93.3,Bottom 50%
14133,605.64,5,186,53.6,93.31,Bottom 50%
17507,605.58,2,47,53.62,93.32,Bottom 50%
13233,605.12,2,261,53.64,93.32,Bottom 50%
14323,605.06,4,123,53.67,93.33,Bottom 50%
17664,604.64,2,193,53.69,93.34,Bottom 50%
12944,604.51,2,319,53.71,93.34,Bottom 50%
16732,603.75,1,0,53.73,93.35,Bottom 50%
12707,603.42,1,0,53.76,93.36,Bottom 50%
16022,602.63,1,0,53.78,93.36,Bottom 50%
15366,602.51,2,282,53.8,93.37,Bottom 50%
12654,601.98,5,284,53.83,93.38,Bottom 50%
14609,601.56,4,224,53.85,93.38,Bottom 50%
16654,601.27,5,227,53.87,93.39,Bottom 50%
12420,600.39,1,0,53.9,93.4,Bottom 50%
18211,600.07,5,252,53.92,93.41,Bottom 50%
12872,599.97,2,38,53.94,93.41,Bottom 50%
12521,599.68,1,0,53.96,93.42,Bottom 50%
12556,599.56,2,100,53.99,93.43,Bottom 50%
14710,599.48,4,45,54.01,93.43,Bottom 50%
17420,598.83,3,323,54.03,93.44,Bottom 50%
15720,598.73,1,0,54.06,93.45,Bottom 50%
13311,598.57,2,145,54.08,93.45,Bottom 50%
16298,598.2,3,164,54.1,93.46,Bottom 50%
14108,597.91,3,70,54.13,93.47,Bottom 50%
14645,597.09,2,118,54.15,93.47,Bottom 50%
15381,596.85,2,54,54.17,93.48,Bottom 50%
14675,596.36,1,0,54.2,93.49,Bottom 50%
14467,596.26,4,295,54.22,93.49,Bottom 50%
18246,596.1,2,209,54.24,93.5,Bottom 50%
14965,596.09,2,0,54.26,93.51,Bottom 50%
13888,595.67,2,98,54.29,93.51,Bottom 50%
17658,595.42,3,200,54.31,93.52,Bottom 50%
14284,595.25,3,55,54.33,93.53,Bottom 50%
13558,594.52,4,62,54.36,93.53,Bottom 50%
16788,594.39,2,131,54.38,93.54,Bottom 50%
16325,594.24,5,201,54.4,93.55,Bottom 50%
13959,594.04,3,283,54.43,93.55,Bottom 50%
12917,594,1,0,54.45,93.57,Bottom 50%
15442,594,1,0,54.47,93.57,Bottom 50%
16535,593.75,1,0,54.5,93.57,Bottom 50%
18232,592.97,5,115,54.52,93.58,Bottom 50%
16203,592.9,5,313,54.54,93.59,Bottom 50%
14692,591.55,5,185,54.56,93.59,Bottom 50%
15573,591.19,2,53,54.59,93.6,Bottom 50%
13276,590.93,2,36,54.61,93.61,Bottom 50%
13270,590,1,0,54.63,93.62,Bottom 50%
13452,590,2,11,54.66,93.62,Bottom 50%
14882,589.7,2,7,54.68,93.63,Bottom 50%
16838,588.85,3,90,54.7,93.63,Bottom 50%
14338,588.22,4,38,54.73,93.64,Bottom 50%
15624,588.13,4,139,54.75,93.65,Bottom 50%
17351,587.15,3,237,54.77,93.65,Bottom 50%
17890,586.89,2,38,54.79,93.66,Bottom 50%
12384,585.27,3,92,54.82,93.67,Bottom 50%
13243,585.12,1,0,54.84,93.67,Bottom 50%
15222,585,1,0,54.86,93.68,Bottom 50%
16384,584.5,2,174,54.89,93.69,Bottom 50%
16072,584.32,1,0,54.91,93.69,Bottom 50%
14023,584.07,2,242,54.93,93.7,Bottom 50%
13557,584.06,2,252,54.96,93.71,Bottom 50%
15762,583.75,2,12,54.98,93.71,Bottom 50%
17014,583.43,4,58,55,93.72,Bottom 50%
12426,582.73,1,0,55.03,93.72,Bottom 50%
13427,582.6,3,195,55.05,93.73,Bottom 50%
12695,582.1,4,203,55.07,93.74,Bottom 50%
17259,581.23,2,220,55.09,93.74,Bottom 50%
18095,580.05,2,20,55.12,93.75,Bottom 50%
17142,579,1,0,55.14,93.76,Bottom 50%
13292,578.94,2,245,55.16,93.76,Bottom 50%
17540,578.9,3,307,55.19,93.77,Bottom 50%
16005,578.71,4,258,55.21,93.78,Bottom 50%
14529,578.61,3,50,55.23,93.78,Bottom 50%
12601,577.06,6,142,55.26,93.79,Bottom 50%
14176,576.9,5,70,55.28,93.8,Bottom 50%
16723,576.4,2,16,55.3,93.8,Bottom 50%
15830,576,2,8,55.33,93.81,Bottom 50%
15550,575.63,4,297,55.35,93.82,Bottom 50%
13487,575.4,3,295,55.37,93.82,Bottom 50%
14400,574.7,2,8,55.39,93.83,Bottom 50%
18123,574.44,2,7,55.42,93.84,Bottom 50%
15339,574.07,3,251,55.44,93.84,Bottom 50%
15303,574.02,1,0,55.46,93.85,Bottom 50%
12879,573.22,4,47,55.49,93.85,Bottom 50%
13379,572.56,3,110,55.51,93.86,Bottom 50%
13405,572.45,3,243,55.53,93.87,Bottom 50%
12816,572.2,2,80,55.56,93.87,Bottom 50%
13816,571.67,4,40,55.58,93.88,Bottom 50%
17616,571.2,3,194,55.6,93.89,Bottom 50%
15821,570.96,2,17,55.62,93.89,Bottom 50%
15315,570.5,3,51,55.65,93.9,Bottom 50%
13939,568.55,4,288,55.67,93.91,Bottom 50%
17360,568.24,3,166,55.69,93.91,Bottom 50%
13321,567.36,2,14,55.72,93.92,Bottom 50%
16667,567.18,2,216,55.74,93.93,Bottom 50%
18150,566.58,3,169,55.76,93.93,Bottom 50%
16278,566.38,3,76,55.79,93.94,Bottom 50%
16345,565.46,1,0,55.81,93.94,Bottom 50%
13894,564.62,5,288,55.83,93.95,Bottom 50%
15344,563.94,5,73,55.86,93.96,Bottom 50%
16933,563.23,5,238,55.88,93.96,Bottom 50%
14753,563.15,1,0,55.9,93.97,Bottom 50%
17970,562.79,1,0,55.92,93.98,Bottom 50%
14167,562.59,4,291,55.95,93.98,Bottom 50%
12414,562.41,3,93,55.97,94,Bottom 50%
16916,562.41,2,348,55.99,94,Bottom 50%
12559,561.71,3,8,56.02,94,Bottom 50%
13946,561.57,3,188,56.04,94.01,Bottom 50%
15655,560.67,2,10,56.06,94.01,Bottom 50%
13044,560.47,1,0,56.09,94.02,Bottom 50%
14273,559.97,4,190,56.11,94.03,Bottom 50%
16275,559.87,1,0,56.13,94.03,Bottom 50%
15415,559.61,1,0,56.15,94.04,Bottom 50%
16906,559.59,4,166,56.18,94.05,Bottom 50%
12866,559.12,1,0,56.2,94.05,Bottom 50%
17503,558.96,2,35,56.22,94.06,Bottom 50%
12987,558.7,3,124,56.25,94.06,Bottom 50%
13800,558.32,1,0,56.27,94.07,Bottom 50%
14592,557.94,3,28,56.29,94.08,Bottom 50%
13260,557.62,1,0,56.32,94.08,Bottom 50%
17955,557.3,4,20,56.34,94.09,Bottom 50%
16385,554.86,3,306,56.36,94.1,Bottom 50%
17864,554.85,3,262,56.39,94.1,Bottom 50%
14891,554.38,2,39,56.41,94.11,Bottom 50%
14618,553.44,4,356,56.43,94.11,Bottom 50%
15068,553.36,2,210,56.45,94.12,Bottom 50%
12363,552,2,132,56.48,94.13,Bottom 50%
17674,551.04,2,294,56.5,94.13,Bottom 50%
17291,550.8,1,0,56.52,94.14,Bottom 50%
17235,550.06,2,347,56.55,94.15,Bottom 50%
17265,550.01,2,41,56.57,94.15,Bottom 50%
12390,549.84,1,0,56.59,94.16,Bottom 50%
14177,549.46,5,94,56.62,94.16,Bottom 50%
16536,548.12,2,2,56.64,94.17,Bottom 50%
16031,547.9,2,154,56.66,94.18,Bottom 50%
14474,547.66,2,2,56.69,94.18,Bottom 50%
16811,547.07,2,12,56.71,94.19,Bottom 50%
17637,547.06,2,83,56.73,94.19,Bottom 50%
16211,547.02,2,7,56.75,94.2,Bottom 50%
17295,547,3,35,56.78,94.21,Bottom 50%
17520,546.81,1,0,56.8,94.21,Bottom 50%
14805,546.4,4,298,56.82,94.22,Bottom 50%
14997,546.2,4,131,56.85,94.23,Bottom 50%
17806,546.04,1,0,56.87,94.23,Bottom 50%
12793,545.48,2,36,56.89,94.24,Bottom 50%
16475,544.3,4,185,56.92,94.24,Bottom 50%
13617,544.18,3,140,56.94,94.25,Bottom 50%
13390,544.08,1,0,56.96,94.26,Bottom 50%
16927,543.05,3,245,56.98,94.26,Bottom 50%
13278,542.73,1,0,57.01,94.27,Bottom 50%
16230,542.03,2,30,57.03,94.27,Bottom 50%
17897,541.81,4,200,57.05,94.28,Bottom 50%
17447,541.53,2,31,57.08,94.29,Bottom 50%
17557,541.46,3,66,57.1,94.29,Bottom 50%
13874,540.45,1,0,57.12,94.3,Bottom 50%
12743,540.13,2,0,57.15,94.31,Bottom 50%
13812,539,3,63,57.17,94.31,Bottom 50%
14496,538.81,2,61,57.19,94.32,Bottom 50%
